keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
indesit tumble dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Dec,False,
dryer isn t spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
tumble dryer not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
dryer machine not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
whirlpool dryer stopped spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
indesit dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep/Dec,False,
electrolux dryer drum not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
bosch washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
dryer heats but does not spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Nov,False,
bosch dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Nov,False,
lg dryer drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
samsung dryer not spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
electrolux dryer stopped spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
dryer barrel not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
bosch tumble dryer not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
candy alise washer dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
candy dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
clothes dryer drum not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
clothes dryer won t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
defy tumble dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer drum not spinning whirlpool,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
dryer drum seized,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
dryer drum stopped spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
dryer tub not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
electrolux dryer drum not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
indesit tumble dryer not turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
lg washing machine not spin drying,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
my dryer stopped turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
my dryer turns on but doesn t spin,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
samsung clothes dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
samsung drum not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
samsung dryer drum not rotating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
samsung washing machine not spin drying,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
semi automatic washing machine dryer not spinning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
spin dryer not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Apr,False,
spin dryer troubleshooting,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
top load washer not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
tumble dryer motor not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
tumble dryer not rotating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
tumble dryer stopped turning,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
twin tub spin dryer not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
twin tub washing machine spin dryer not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
washer wont spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washing machine dryer motor not working,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
washing machine dryer spinning slowly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
washing machine will not spin dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
washing not spinning clothes dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer takes too long to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Apr,False,
clothes dryer takes too long to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Apr,False,
clothes dryer taking longer to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer takes long to dry clothes,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer takes longer to dry clothes,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer taking long to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Apr,False,
samsung dryer takes too long to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Jan,False,
tumble dryer taking ages to dry,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
dryer not turning on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Apr,False,
dryer not coming on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Apr,False,
clothes dryer not turning on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov/Apr,False,
clothes dryer will not turn on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
dryer will not power on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
hair dryer not turning on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
my blow dryer won t turn on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
my dyson hair dryer won t turn on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
samsung dryer not turning on at all,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
whirlpool dryer stopped turning on,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer squeaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Dec,False,
dryer making loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/May,False,
lg dryer making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
samsung dryer making loud rumbling noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
clothes dryer squeaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Dec,False,
tumble dryer squeaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug/Jan,False,
loud dryer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
lg dryer noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec/Feb,False,
dryer making rattling noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
my dryer is making a weird noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,True,voice
bosch dryer making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
clothes dryer making loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/May,False,
clothes dryer squealing,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Dec,False,
dryer buzz,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer hums,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
dryer is making a clicking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer machine making loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
dryer machine making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
dryer machine making squeaking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer makes a clicking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer making clicking sound,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer making crackling noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
dryer making ticking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
dryer sound,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul/Jan,False,
dryer thump,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
dyson hair dryer making weird noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
hair dryer making buzzing noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
hotpoint dryer making loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
lg dryer making high pitched noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
loud clothes dryer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
my dryer drum is making a loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,True,voice
my dryer is making a funny noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,True,voice
my dryer is making a loud banging noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,True,voice
my samsung dryer is making a loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,True,voice
my samsung dryer makes a loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
new tumble dryer squeaking,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jul,False,
noisy tumble dryer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
noisy whirlpool dryer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
samsung dryer knocking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
samsung dryer makes clicking noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Mar,False,
samsung dryer making a lot of noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
samsung dryer making screeching noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
samsung dryer making squealing noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Dec,False,
samsung dryer popping sound,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
samsung dryer roller noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Aug,False,
samsung dryer vibrating loudly,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
samsung heat pump dryer making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb/Apr,False,
semi automatic washing machine dryer making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
tumble dryer making a banging noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
tumble dryer making whistling noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Sep,False,
washer dryer making loud noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Apr,False,
washing machine dryer making noise,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Feb,False,
whirlpool dryer makes noise while tumbling,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
samsung dryer overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct,False,
bosch dryer overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
bosch tumble dryer overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Jan,False,
dyson hairdryer overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,May,False,
overheating tumble dryer,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Oct/Feb,False,
revlon hair dryer brush overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
whirlpool dryer overheating,10,0,0.0,0.0,MOFU,commercial,UNKNOWN,Nov,False,
dryer makes noise when tumbling,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Aug/Nov/Dec/Jan/Apr,True,
dryer making loud screeching noise when turning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
dryer making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar/May,True,
clothes dryer squeaks when running,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar/May,True,
dryer banging when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec,True,
dryer makes loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov,True,
dryer squeaking when running,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar/May,True,
dryer squealing when running,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar/May,True,
lg dryer making noise when starting,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
lg dryer noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,
tumble dryer squeaking when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,
whirlpool dryer noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
dryer making noise when turning,10,52,0.0,0.0,TOFU,informational,UNKNOWN,Jun,True,
