keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
lg washing machine drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Mar/Apr,False,
reason for water not draining from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Feb/May,False,
samsung washer fabric softener not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar,False,
samsung washer softener not draining,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar,False,
samsung washing machine detergent drawer not emptying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
samsung washing machine drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/May,False,
washer doesn t drain water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
washer machine water won t drain,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
washer water pump not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Jan/Apr,False,
washing machine drain water not coming out,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
washing machine won t empty water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
water doesn t drain from washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
water doesn t drain from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Sep/Nov/Dec/Jan/Apr/May,False,
water won t drain from washer machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
water wont drain from washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Feb/Apr/May,False,
zanussi washing machine not draining water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Jan/May,False,
washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
hotpoint washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
hotpoint washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
indesit washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
samsung machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Nov/Dec/Jan/Mar,False,
electrolux washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/May,False,
electrolux washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/May,False,
panasonic washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/May,False,
portable washing machine not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Mar,False,
haier washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
candy washing machine drum not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Feb/Apr,False,
washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
whirlpool washer drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
ariston washing machine not spinning,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Jan/Jun,False,
bosch washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
candy washing machine not spinning fast,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Apr,False,
clothes still wet after spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Dec,False,
haier washing machine won t spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/May,False,
hoover machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Apr/May,False,
indesit washer not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
indesit washing machine will not spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Mar/May,False,
lg washer not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
lg washing machine not spinning properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/May,False,
no spin in washing machine means,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan/May,False,
samsung washing machine drum problems,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Feb,False,
samsung washing machine stops at rinse cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Jan,False,
samsung washing machine will not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,True,voice
slow spin cycle on washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
toshiba washing machine not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
troubleshooting front load washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Dec/May,False,
washer not drying,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Mar/Apr/May,False,
washer not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine dryer not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Apr/May,False,
washing machine not spinning correctly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Dec/Mar/May,False,
washing machine not turning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Nov/Dec/Feb,False,
washing machine not working properly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Dec/Feb/Mar/May,False,
washing machine rotation problem,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Mar/Apr,False,
washing machine spin dry not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Feb,False,
washing machine spin motor not working,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Apr,False,
washing machine tub not rotating,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Dec/Apr,False,
washing machine working but not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Feb/Apr,False,
whirlpool washing machine drum not spinning,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/Jan,False,
lg washer leaking from bottom,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Mar/Apr,False,
washer leaking water on floor,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/Apr/May,False,
lg washer leaking from door,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
lg washing machine leaking from door,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Apr/May,False,
washing machine dripping inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
washing machine leaking inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
clothes washer leaking water on floor,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/Apr/May,False,
front load washing machine water leak,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Jan/May,False,
hoover washing machine leaking water underneath,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Feb/May,False,
reason for water leakage in washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan/Apr,False,
samsung washer leaking from front,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan,False,
samsung washing machine leaking from front,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Jan,False,
washer dripping inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
washer is leaking inside,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Apr/May,False,
washing machine dripping water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Jan/Apr,False,
washing machine drum leaking water,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Apr,False,
washing machine leaking oil,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Mar/Apr/May,False,
washing machine leaking water on floor,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Mar/Apr/May,False,
water coming from bottom of washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Feb/May,False,
water coming from bottom of washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Feb/May,False,
water leakage in front load washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Dec/Mar/Apr,False,
washing machine spin cycle very loud,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Jun,False,
drum banging washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Jan/Mar,False,
grinding sound washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Jan/Apr/May,False,
lg washer making noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Apr,False,
lg washing machine making noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Dec/Apr,False,
loose drum washing machine banging,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec,False,
loud banging from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
loud noise from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Feb/Mar/Apr/May,False,
my washer makes a grinding noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/Apr,False,
my washing machine is making a grinding noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/Apr,True,voice
my washing machine makes a grinding noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/Apr,False,
noise coming from washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Mar/Apr,False,
noise during spin cycle washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Feb/Mar/Apr,False,
noisy samsung washer,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec/Jan/Mar/May,False,
noisy samsung washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Dec/Jan/Mar/May,False,
noisy spin cycle on washing machine,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Feb/Apr,False,
noisy washer on spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/Feb/Apr,False,
noisy washing machine during spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Feb/Mar/Apr,False,
samsung washer making loud noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Apr,False,
samsung washing machine grinding noise during spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Jan/Apr,False,
samsung washing machine making loud noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Dec/Apr,False,
washer banging,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Jan/Mar,False,
washer drum banging,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Jan/Mar,False,
washer extremely loud spin cycle,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Jun,False,
washer grinding noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Jan/Apr/May,False,
washer loud noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Oct/Feb/Mar/Apr/May,False,
washer machine making banging noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Jan/May,False,
washer making banging noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Jan/May,False,
washer spin cycle very loud,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Jun,False,
washing machine banging,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Jan/Mar,False,
washing machine banging loudly,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
washing machine banging on spin,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Dec/Feb/May,False,
washing machine drum sound loud,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Feb/Mar/May,False,
washing machine grinding noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Oct/Jan/Apr/May,False,
washing machine loud bang,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Nov/Dec,False,
washing machine makes loud noise on spin cycle,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Mar/Apr,False,
washing machine making a banging noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Jan/May,False,
washing machine making a lot of noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jan/Mar/May,False,
washing machine making knocking noise,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Jan/May,False,
washing machine really loud on spin cycle,10,30,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Jan/Feb/Jun,False,
lg washer not turning on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Apr/May,False,
lg washer won t turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/Apr,False,
lg washing machine won t turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/Apr,False,
samsung washer not turning on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,False,
samsung washing machine won t turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,False,
lg washer will not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/Apr,False,
samsung washer will not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,False,
lg washer will not power on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Apr/May,False,
washing machine not powering on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Feb/Mar/Apr/May,False,
lg washer does not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Nov/Jan/Feb/Apr,False,
samsung washer does not turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,False,
samsung washer will not power on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Oct/Dec/Jan/Mar,False,
samsung washing machine doesn t turn on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Dec/Jan/Apr,False,
samsung washing machine not switching on,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Sep/Nov/Apr,False,
bosch washing machine door won t open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Jan/Mar,False,
bosch washing machine won t open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Jan,False,
lg washing machine door not opening after wash,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Nov/Dec/May,False,
automatic washing machine door not opening,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Aug/Nov/Jan/Feb/Apr/May,False,
beko washing machine door will not open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/May,True,voice
beko washing machine door wont open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Jul/Nov/May,False,
bosch washer door won t open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Jan/Mar,False,
bosch washing machine door will not open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Aug/Oct/Nov/Jan/Mar,True,voice
bosch washing machine will not open,10,0,0.0,0.0,MOFU,commercial,SEASONAL,Oct/Nov/Jan,False,
washing machine drum making noise when spinning,10,0,0.0,0.0,TOFU,informational,GROWING,Jul/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,True,voice
washing machine making grinding noise when spinning,10,0,0.0,0.0,TOFU,informational,GROWING,Aug/Nov/Dec/Jan/Feb/Mar/Apr/May,True,voice
lg washing machine noise when spinning,10,8,0.0,0.0,TOFU,informational,SEASONAL,Sep/Mar/Apr/Jun,True,
washer makes grinding noise when spinning,10,0,0.0,0.0,TOFU,informational,GROWING,Aug/Nov/Dec/Jan/Feb/Mar/Apr/May,True,
washer making grinding noise when spinning,10,0,0.0,0.0,TOFU,informational,GROWING,Aug/Nov/Dec/Jan/Feb/Mar/Apr/May,True,
bosch washing machine loud noise when spinning,10,8,0.0,0.0,TOFU,informational,UNKNOWN,Dec/Jun,True,voice
front load washer makes loud noise when spinning,10,8,0.0,0.0,TOFU,informational,UNKNOWN,Dec/Jun,True,voice
front load washer making loud noise when spinning,10,8,0.0,0.0,TOFU,informational,UNKNOWN,Dec/Jun,True,voice
samsung washing machine loud noise when spinning,10,8,0.0,0.0,TOFU,informational,UNKNOWN,Aug/Jun,True,voice
washing machine loud noise when draining,10,8,0.0,0.0,TOFU,informational,UNKNOWN,Jun,True,
washing machine sound when spinning,10,43,0.0,0.0,TOFU,informational,GROWING,Aug/Sep/Nov/Dec/Jan/Feb/Apr/May/Jun,True,
loud noise from washing machine when spinning,10,47,0.0,0.0,TOFU,informational,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,True,voice
loud noise in washing machine when spinning,10,47,0.0,0.0,TOFU,informational,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,True,voice
loud noise when washer spins,10,47,0.0,0.0,TOFU,informational,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,True,
washer machine loud noise when spinning,10,47,0.0,0.0,TOFU,informational,GROWING,Aug/Sep/Oct/Nov/Dec/Jan/Mar/Apr/May/Jun,True,
water leaking from washing machine when filling,10,0,0.0,0.0,TOFU,informational,SEASONAL,Nov/Feb/May,True,voice
lg washer making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Dec/May,True,voice
automatic washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Nov/Feb/Mar,True,voice
automatic washing machine noisy when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Nov/Feb/Apr,True,
front load washing machine making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Feb/Mar/Apr,True,voice
lg washer makes loud noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Dec/May,True,voice
lg washing machine makes loud noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Dec/May,True,voice
lg washing machine making grinding noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Aug/Sep/Oct/Nov/Dec/Jan/Apr/May,True,voice
lg washing machine making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Dec/May,True,voice
my samsung washing machine makes noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Dec/Jan/Mar/May,True,voice
my washing machine makes a noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Sep/Nov/Jan/Feb,True,voice
new washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Aug/Dec/Jan,True,voice
washer banging when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Sep/Nov/Dec/Feb/May,True,
washer squeals when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Oct/Nov/Mar,True,
washing machine banging when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Sep/Nov/Dec/Feb/May,True,
washing machine knocking when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Sep/Nov/Dec/Feb/May,True,
washing machine making lots of noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Aug/Jan/May,True,voice
washing machine noisy when draining,10,0,0.0,0.0,TOFU,informational,SEASONAL,Jul/Oct/Apr,True,
washing machine rattling noise when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Oct/Feb/Mar,True,
washing machine squeaks when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Oct/Nov/Mar,True,
washing machine too loud when spinning,10,0,0.0,0.0,TOFU,informational,SEASONAL,Nov/Feb/May,True,
reason why washing machine won t spin,10,34,0.0,0.0,TOFU,informational,SEASONAL,Jul/Jan/Feb/Jun,True,voice
lg washer makes noise when spinning,10,34,0.0,0.0,TOFU,informational,SEASONAL,Sep/May/Jun,True,
lg washer making noise when spinning,10,34,0.0,0.0,TOFU,informational,SEASONAL,Sep/May/Jun,True,
lg washing machine makes noise when spinning,10,34,0.0,0.0,TOFU,informational,SEASONAL,Sep/May/Jun,True,voice
bosch washing machine makes loud noise when spinning,10,52,0.0,0.0,TOFU,informational,GROWING,Jul/Nov/May/Jun,True,voice
bosch washing machine making loud noise when spinning,10,52,0.0,0.0,TOFU,informational,GROWING,Jul/Nov/May/Jun,True,voice
haier washing machine how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine full of water how to drain,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine leaking from bottom when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
whirlpool washer how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul,True,
whirlpool washing machine how to drain water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
lg washing machine keeps filling with water when turned off,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
washer leaking water when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
washer leaking when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,
washing machine keeps filling with water when turned off,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul/Nov,True,voice
washing machine leaking from drawer when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,voice
washing machine leaking from drawer when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,voice
washing machine leaking water from bottom when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,voice
washing machine leaking water when filling,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
washing machine leaking when not in use,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,voice
washing machine leaking when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct/May,True,
lg top load washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug/Apr,True,voice
bosch washing machine making noise when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec/May,True,voice
front load washer makes noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
front load washer making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
front load washing machine loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,voice
hoover washing machine making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec,True,voice
hotpoint washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
indesit washing machine making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov,True,voice
lg front load washer loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
lg front load washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,voice
lg washer loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec,True,
lg washer loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,
lg washing machine loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan/Mar,True,voice
lg washing machine loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,
my washer makes noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,
my washing machine is really noisy when it spins,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
my washing machine is very noisy when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,voice
my washing machine make a loud noise when it spins,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul,True,voice
my washing machine makes a grinding noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
new washing machine banging when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,
samsung washer loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov,True,
samsung washer makes noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,
samsung washer making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,
samsung washing machine loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar,True,
samsung washing machine very noisy when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul,True,voice
top load washing machine knocking when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Apr,True,voice
washer high pitched noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,
washer machine drum banging when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec,True,
washer making loud noise when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep/Oct,True,
washing machine banging noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul/Sep,True,
washing machine drum making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul/Sep,True,voice
washing machine drum noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan/Feb,True,
washing machine drum squeaking when turning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov,True,
washing machine grinding noise when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,
washing machine knocking noise when agitating,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep,True,
washing machine knocking noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul/Sep,True,
washing machine loud banging when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,
washing machine loud when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,
washing machine makes a lot of noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jan,True,voice
washing machine makes banging noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
washing machine makes loud banging noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine makes loud noise when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep/Oct,True,voice
washing machine makes loud noise when filling with water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct/Dec,True,voice
washing machine makes loud noise when stopping,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
washing machine makes noise when washing,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,
washing machine making a banging noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov/Apr,True,voice
washing machine making a lot of noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Mar/Apr,True,voice
