keyword,volume,kd,cpc_low,cpc_high,funnel,intent,trend,peak_months,ai_overview_prone,flags
washing machine making buzzing noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
washing machine making knocking noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Nov/Apr,True,voice
washing machine making knocking sound when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,voice
washing machine making loud noise when draining,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep/Oct,True,voice
washing machine making noise when washing,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,
washing machine making rattling noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Aug,True,voice
washing machine making really loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,May,True,voice
washing machine making very loud noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,voice
washing machine making weird noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Oct,True,voice
washing machine noisy when filling with water,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb/Mar,True,voice
washing machine rattles when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Sep/Oct,True,
washing machine so loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Feb,True,
washing machine sounds loud when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Jul,True,
washing making noise when spinning,10,0,0.0,0.0,TOFU,informational,UNKNOWN,Dec,True,
samsung washing machine noisy when spinning,10,43,0.0,0.0,TOFU,informational,STABLE,Jul/Aug/Sep/Oct/Nov/Dec/Jan/Feb/Mar/Apr/May/Jun,True,
washer making noise when draining,10,34,0.0,0.0,TOFU,informational,UNKNOWN,Aug/Jun,True,
washing machine making noise when draining,10,34,0.0,0.0,TOFU,informational,UNKNOWN,Aug/Jun,True,
washing machine making loud noise when spinning,10,81,1525.02,2760.05,TOFU,informational,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,True,voice
washing machine makes a loud noise when spinning,10,81,1525.02,2760.05,TOFU,informational,SEASONAL,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/Apr/May/Jun,True,voice
my washer is making a loud noise when spinning,10,43,0.0,0.0,TOFU,informational,SEASONAL,Jul/Sep/Oct/Apr/May/Jun,True,voice
my washer makes a loud noise when spinning,10,43,0.0,0.0,TOFU,informational,SEASONAL,Jul/Sep/Oct/Apr/May/Jun,True,voice
washing machine making noise when spinning,10,8,0.0,0.0,TOFU,informational,DECLINING,Aug,True,
washing machine very loud when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Mar/Jun,True,
washer really loud when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Mar/Jun,True,
washer very loud when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Mar/Jun,True,
washing machine is really loud when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Mar/Jun,True,voice
reasons why a washer won t drain,10,0,0.0,0.0,TOFU,informational,DECLINING,Sep/Jan/Feb,True,voice
reasons why washing machine won t drain,10,0,0.0,0.0,TOFU,informational,DECLINING,Sep/Jan/Feb,True,voice
bosch washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Sep/Feb/Mar,True,voice
loud banging noise washing machine making noise when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Aug/Sep/Feb/May,True,voice
loud washing machine when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/May,True,
samsung front load washing machine making loud noise when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Aug/Oct/Nov,True,voice
washer loud when spinning,10,0,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Nov/Jan/Feb/Mar/May,True,
washing machine noisy when spinning,10,71,683.6,1593.54,TOFU,informational,DECLINING,Aug,True,
noisy washer when spinning,10,71,683.6,1593.54,TOFU,informational,DECLINING,Aug,True,
top load washing machine making noise when spinning,10,34,0.0,0.0,TOFU,informational,DECLINING,Jul/Sep/Jun,True,voice
front load washing machine making noise when spinning,10,43,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Nov/Dec/Jan/Jun,True,voice
samsung washer makes loud noise when spinning,10,43,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Dec/Jan/May/Jun,True,voice
samsung washer making loud noise when spinning,10,43,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Dec/Jan/May/Jun,True,voice
samsung washing machine makes loud noise when spinning,10,43,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Dec/Jan/May/Jun,True,voice
samsung washing machine making loud noise when spinning,10,43,0.0,0.0,TOFU,informational,DECLINING,Jul/Aug/Sep/Oct/Dec/Jan/May/Jun,True,voice
washing machine drum not spinning what is the problem,10,52,0.0,0.0,TOFU,informational,DECLINING,Aug/Sep/Oct/Nov/Feb/Jun,True,voice
